SNo,District Code,Block Code,FTO No.,Financial Institution,Signatory Date,No of Transaction,Amount(In Rs.),No of Transaction Processed,Amount(In Rs.),No of Transaction Rejected,Amount(In Rs.),Total Processed Amount(In Rs.),No of Invalid Account
1514,212,212019,AP0212019_250422APB_FTO_31228,Bank,26-04-2022,1,1034833,790,1027239,7,7594,1027239,0
1515,212,212001,AP0212001_250422FTO_31233,Bank,26-04-2022,1,38218,54,38218,0,0,38218,0
1516,212,212026,AP0212026_250422FTO_31240,Bank,25-04-2022,1,32379,29,31247,1,1132,31247,0
1517,212,212001,AP0212001_250422FTO_31243,Bank,26-04-2022,1,8791,19,8791,0,0,8791,0
1518,212,212006,AP0212006_250422FTO_31257,Bank,25-04-2022,1,43840,66,42844,1,996,42844,0
1519,212,212006,AP0212006_250422APB_FTO_31273,Bank,25-04-2022,1,119152,185,118231,2,921,118231,0
1520,212,212014,AP0212014_250422FTO_31276,Bank,25-04-2022,1,20046,15,20046,0,0,20046,0
1521,212,212001,AP0212001_250422APB_FTO_31278,Bank,26-04-2022,1,561294,789,557158,7,4136,557158,0
1522,212,212006,AP0212006_250422APB_FTO_31279,Bank,25-04-2022,1,238185,347,233908,9,4277,233908,0
1523,212,212014,AP0212014_250422APB_FTO_31282,Bank,25-04-2022,1,240974,191,240974,0,0,240974,0
1524,212,212014,AP0212014_250422APB_FTO_31292,Bank,25-04-2022,1,84878,71,84107,1,771,84107,0
1525,212,212018,AP0212018_250422FTO_31299,Bank,25-04-2022,1,136725,132,135577,1,1148,135577,0
1526,212,212018,AP0212018_250422APB_FTO_31307,Bank,25-04-2022,1,815342,786,802031,13,13311,802031,0
1527,212,212020,AP0212020_250422FTO_31314,Bank,25-04-2022,1,68161,65,67559,1,602,67559,0
1528,212,212002,AP0212002_250422FTO_31328,Bank,25-04-2022,1,65256,79,65256,0,0,65256,0
1529,212,212002,AP0212002_250422APB_FTO_31335,Bank,25-04-2022,1,251687,297,242318,11,9369,242318,0
1530,212,212027,AP0212027_250422APB_FTO_31344,Bank,26-04-2022,1,66346,47,63638,2,2708,63638,0
1531,212,212027,AP0212027_250422APB_FTO_31345,Bank,26-04-2022,1,65060,49,63766,1,1294,63766,0
1532,212,212027,AP0212027_250422APB_FTO_31346,Bank,26-04-2022,1,64700,50,64700,0,0,64700,0
1533,212,212027,AP0212027_250422APB_FTO_31347,Bank,26-04-2022,1,64700,50,64700,0,0,64700,0
1534,212,212027,AP0212027_250422APB_FTO_31348,Bank,26-04-2022,1,65000,49,63706,1,1294,63706,0
1535,212,212027,AP0212027_250422APB_FTO_31349,Bank,26-04-2022,1,67700,50,67700,0,0,67700,0
1536,212,212027,AP0212027_250422APB_FTO_31350,Bank,26-04-2022,1,66942,48,64234,2,2708,64234,0
1537,212,212018,AP0212018_250422FTO_31351,Bank,25-04-2022,1,21522,22,21522,0,0,21522,0
1538,212,212027,AP0212027_250422APB_FTO_31351,Bank,26-04-2022,1,48750,50,48750,0,0,48750,0
1539,212,212017,AP0212017_250422FTO_31352,Bank,25-04-2022,1,24545,30,22456,3,2089,22456,0
1540,212,212027,AP0212027_250422APB_FTO_31352,Bank,26-04-2022,1,37050,38,37050,0,0,37050,0
1541,212,212027,AP0212027_250422FTO_31354,Bank,26-04-2022,1,32908,25,31614,1,1294,31614,0
1542,212,212018,AP0212018_250422APB_FTO_31355,Bank,25-04-2022,1,309696,309,302527,7,7169,302527,0
1543,212,212017,AP0212017_250422APB_FTO_31356,Bank,25-04-2022,1,302414,305,301392,2,1022,301392,0
1544,212,212013,AP0212013_250422FTO_31364,Bank,26-04-2022,1,109993,98,108034,2,1959,108034,0
1545,212,212008,AP0212008_260422FTO_31393,Bank,26-04-2022,1,6860,7,6860,0,0,6860,0
1546,212,212008,AP0212008_260422APB_FTO_31394,Bank,26-04-2022,1,137619,164,137619,0,0,137619,0
1547,212,212008,AP0212008_260422FTO_31397,Bank,26-04-2022,1,8409,12,8409,0,0,8409,0
1548,212,212008,AP0212008_260422APB_FTO_31399,Bank,26-04-2022,1,151041,203,151041,0,0,151041,0
1549,212,212017,AP0212017_260422FTO_31400,Bank,26-04-2022,1,12117,10,12117,0,0,12117,0
1550,212,212017,AP0212017_260422APB_FTO_31401,Bank,26-04-2022,1,129380,143,127361,2,2019,127361,0
1551,212,212004,AP0212004_260422FTO_31453,Bank,26-04-2022,1,56901,41,53817,2,3084,53817,0
1552,212,212004,AP0212004_260422APB_FTO_31456,Bank,26-04-2022,1,404237,313,401153,2,3084,401153,0
1553,212,212011,AP0212011_260422FTO_31490,Bank,26-04-2022,1,48131,42,45011,3,3120,45011,0
1554,212,212011,AP0212011_260422APB_FTO_31504,Bank,26-04-2022,1,455176,429,447748,7,7428,447748,0
1555,212,212019,AP0212019_260422FTO_31509,Bank,26-04-2022,1,105097,90,90687,11,14410,90687,0
1556,212,212019,AP0212019_260422APB_FTO_31537,Bank,26-04-2022,1,928769,794,922866,5,5903,922866,0
1557,212,212020,AP0212020_260422FTO_31584,Bank,26-04-2022,1,159213,138,153292,5,5921,153292,0
1558,212,212027,AP0212027_260422APB_FTO_31593,Bank,26-04-2022,1,30550,50,30550,0,0,30550,0
1559,212,212027,AP0212027_260422APB_FTO_31596,Bank,26-04-2022,1,50905,50,50905,0,0,50905,0
1560,212,212020,AP0212020_260422APB_FTO_31598,Bank,26-04-2022,1,892048,783,873409,16,18639,873409,0
1561,212,212027,AP0212027_260422APB_FTO_31604,Bank,26-04-2022,1,54490,48,52228,2,2262,52228,0
1562,212,212027,AP0212027_260422APB_FTO_31607,Bank,26-04-2022,1,60572,49,59278,1,1294,59278,0
1563,212,212027,AP0212027_260422APB_FTO_31613,Bank,26-04-2022,1,51400,49,50372,1,1028,50372,0
1564,212,212027,AP0212027_260422APB_FTO_31616,Bank,26-04-2022,1,53450,49,52372,1,1078,52372,0
1565,212,212027,AP0212027_260422APB_FTO_31617,Bank,26-04-2022,1,52750,50,52750,0,0,52750,0
1566,212,212004,AP0212004_260422FTO_31618,Bank,26-04-2022,1,61866,51,61866,0,0,61866,0
1567,212,212027,AP0212027_260422APB_FTO_31620,Bank,26-04-2022,1,31227,33,30324,1,903,30324,0
1568,212,212027,AP0212027_260422FTO_31621,Bank,26-04-2022,1,41756,40,40853,1,903,40853,0
1569,212,212004,AP0212004_260422APB_FTO_31623,Bank,26-04-2022,1,311212,264,307483,3,3729,307483,0
1570,212,212013,AP0212013_260422FTO_31632,Bank,26-04-2022,1,20619,23,20619,0,0,20619,0
1571,212,212013,AP0212013_260422APB_FTO_31655,Bank,26-04-2022,1,747173,786,736727,12,10446,736727,0
1572,212,212001,AP0212001_260422FTO_31686,Bank,26-04-2022,1,1803,3,1803,0,0,1803,0
1573,212,212001,AP0212001_260422APB_FTO_31704,Bank,26-04-2022,1,112551,228,111338,2,1213,111338,0
1574,212,212024,AP0212024_260422FTO_31718,Bank,26-04-2022,1,38727,29,36240,2,2487,36240,0
1575,212,212024,AP0212024_260422APB_FTO_31722,Bank,26-04-2022,1,230750,181,225755,4,4995,225755,0
1576,212,212016,AP0212016_260422FTO_31741,Bank,26-04-2022,1,40014,32,38485,1,1529,38485,0
1577,212,212016,AP0212016_260422APB_FTO_31750,Bank,26-04-2022,1,334311,357,334311,0,0,334311,0
1578,212,212029,AP0212029_260422FTO_31797,Bank,26-04-2022,1,50599,98,50599,0,0,50599,0
1579,212,212029,AP0212029_260422APB_FTO_31803,Bank,26-04-2022,1,528948,780,520369,17,8579,520369,0
1580,212,212029,AP0212029_260422APB_FTO_31809,Bank,26-04-2022,1,118618,184,117051,3,1567,117051,0
1581,212,212029,AP0212029_260422FTO_31826,Bank,26-04-2022,1,32769,36,32769,0,0,32769,0
1582,212,212010,AP0212010_260422FTO_31831,Bank,26-04-2022,1,11464,13,11464,0,0,11464,0
1583,212,212029,AP0212029_260422APB_FTO_31840,Bank,26-04-2022,1,281121,329,280354,1,767,280354,0
1584,212,212004,AP0212004_260422FTO_31853,Bank,26-04-2022,1,50900,54,47071,4,3829,47071,0
1585,212,212004,AP0212004_260422APB_FTO_31872,Bank,26-04-2022,1,533573,579,524075,11,9498,524075,0
1586,212,212021,AP0212021_260422FTO_31882,Bank,26-04-2022,1,48274,46,48274,0,0,48274,0
1587,212,212010,AP0212010_260422APB_FTO_31939,Bank,26-04-2022,1,154879,160,154879,0,0,154879,0
1588,212,212021,AP0212021_260422APB_FTO_31943,Bank,26-04-2022,1,245230,211,238007,6,7223,238007,0
1589,212,212034,AP0212034_260422FTO_31977,Bank,26-04-2022,1,67719,65,66611,1,1108,66611,0
1590,212,212012,AP0212012_260422FTO_31981,Bank,26-04-2022,1,18825,20,18825,0,0,18825,0
1591,212,212026,AP0212026_260422FTO_31987,Bank,26-04-2022,1,68578,51,66999,2,1579,66999,0
1592,212,212012,AP0212012_260422APB_FTO_31996,Bank,26-04-2022,1,267399,290,266367,1,1032,266367,0
1593,212,212026,AP0212026_260422APB_FTO_32003,Bank,26-04-2022,1,349620,317,344064,5,5556,344064,0
1594,212,212029,AP0212029_260422FTO_32004,Bank,26-04-2022,1,16114,18,15297,1,817,15297,0
1595,212,212026,AP0212026_260422APB_FTO_32007,Bank,26-04-2022,1,236119,190,230815,4,5304,230815,0
1596,212,212016,AP0212016_260422FTO_32007,Bank,26-04-2022,1,7245,9,7245,0,0,7245,0
1597,212,212026,AP0212026_260422FTO_32010,Bank,26-04-2022,1,2790,4,2790,0,0,2790,0
1598,212,212016,AP0212016_260422APB_FTO_32012,Bank,26-04-2022,1,85134,105,85134,0,0,85134,0
1599,212,212026,AP0212026_260422APB_FTO_32012,Bank,26-04-2022,1,22878,37,22878,0,0,22878,0
1600,212,212034,AP0212034_260422APB_FTO_32012,Bank,26-04-2022,1,120469,99,120469,0,0,120469,0
1601,212,212034,AP0212034_260422APB_FTO_32019,Bank,26-04-2022,1,114932,99,113733,1,1199,113733,0
1602,212,212029,AP0212029_260422APB_FTO_32020,Bank,26-04-2022,1,281410,269,279932,2,1478,279932,0
1603,212,212034,AP0212034_260422APB_FTO_32023,Bank,26-04-2022,1,113576,100,113576,0,0,113576,0
1604,212,212034,AP0212034_260422APB_FTO_32028,Bank,26-04-2022,1,117207,101,117207,0,0,117207,0
1605,212,212022,AP0212022_260422FTO_32030,Bank,26-04-2022,1,99966,91,98815,1,1151,98815,0
1606,212,212034,AP0212034_260422APB_FTO_32031,Bank,26-04-2022,1,74331,99,73894,1,437,73894,0
1607,212,212022,AP0212022_260422APB_FTO_32032,Bank,26-04-2022,1,17265,14,16114,1,1151,16114,0
1608,212,212034,AP0212034_260422APB_FTO_32034,Bank,26-04-2022,1,71560,99,69771,2,1789,69771,0
1609,212,212034,AP0212034_260422APB_FTO_32036,Bank,26-04-2022,1,21133,34,21133,0,0,21133,0
1610,212,212001,AP0212001_260422FTO_32050,Bank,30-04-2022,1,83138,106,82208,1,930,82208,0
1611,212,212007,AP0212007_260422FTO_32057,Bank,26-04-2022,1,6471,10,6471,0,0,6471,0
1612,212,212007,AP0212007_260422APB_FTO_32063,Bank,26-04-2022,1,119432,137,117856,2,1576,117856,0
1613,212,212001,AP0212001_260422APB_FTO_32067,Bank,30-04-2022,1,316298,396,312463,4,3835,312463,0
1614,212,212025,AP0212025_260422FTO_32076,Bank,26-04-2022,1,21544,20,21544,0,0,21544,0
1615,212,212026,AP0212026_260422FTO_32082,Bank,26-04-2022,1,8865,9,8865,0,0,8865,0
1616,212,212025,AP0212025_260422APB_FTO_32085,Bank,26-04-2022,1,41250,35,41250,0,0,41250,0
1617,212,212025,AP0212025_260422APB_FTO_32089,Bank,26-04-2022,1,52575,44,52575,0,0,52575,0
1618,212,212010,AP0212010_260422FTO_32089,Bank,26-04-2022,1,17388,17,17388,0,0,17388,0
1619,212,212025,AP0212025_260422APB_FTO_32093,Bank,26-04-2022,1,29110,27,28307,1,803,28307,0
1620,212,212001,AP0212001_260422APB_FTO_32098,Bank,30-04-2022,1,179216,320,178672,1,544,178672,0
1621,212,212010,AP0212010_260422APB_FTO_32102,Bank,26-04-2022,1,232948,222,232948,0,0,232948,0
1622,212,212005,AP0212005_260422FTO_32105,Bank,26-04-2022,1,137277,127,134799,3,2478,134799,0
1623,212,212013,AP0212013_260422FTO_32113,Bank,26-04-2022,1,31704,40,31704,0,0,31704,0
1624,212,212013,AP0212013_260422APB_FTO_32126,Bank,26-04-2022,1,462221,500,452117,11,10104,452117,0
1625,212,212005,AP0212005_260422APB_FTO_32134,Bank,26-04-2022,1,855350,772,833529,20,21821,833529,0
1626,212,212005,AP0212005_260422FTO_32142,Bank,26-04-2022,1,127397,128,126226,1,1171,126226,0
1627,212,212023,AP0212023_260422FTO_32144,Bank,26-04-2022,1,44212,46,43283,1,929,43283,0
1628,212,212023,AP0212023_260422FTO_32155,Bank,26-04-2022,1,4497,3,4497,0,0,4497,0
1629,212,212023,AP0212023_260422APB_FTO_32161,Bank,26-04-2022,1,5068,13,5068,0,0,5068,0
1630,212,212003,AP0212003_260422FTO_32163,Bank,26-04-2022,1,293765,282,286180,8,7585,286180,0
1631,212,212023,AP0212023_260422APB_FTO_32166,Bank,26-04-2022,1,52000,57,52000,0,0,52000,0
1632,212,212023,AP0212023_260422APB_FTO_32170,Bank,26-04-2022,1,47912,46,47210,1,702,47210,0
1633,212,212003,AP0212003_260422APB_FTO_32173,Bank,26-04-2022,1,763462,787,753142,10,10320,753142,0
1634,212,212023,AP0212023_260422APB_FTO_32175,Bank,26-04-2022,1,45008,69,45008,0,0,45008,0
1635,212,212023,AP0212023_260422APB_FTO_32180,Bank,26-04-2022,1,93100,76,90789,2,2311,90789,0
1636,212,212003,AP0212003_260422APB_FTO_32181,Bank,26-04-2022,1,428724,414,410332,17,18392,410332,0
1637,212,212023,AP0212023_260422APB_FTO_32185,Bank,26-04-2022,1,67948,60,67168,1,780,67168,0
1638,212,212023,AP0212023_260422APB_FTO_32188,Bank,26-04-2022,1,79083,80,79083,0,0,79083,0
1639,212,212023,AP0212023_260422APB_FTO_32191,Bank,26-04-2022,1,62866,66,62089,1,777,62089,0
1640,212,212023,AP0212023_260422APB_FTO_32194,Bank,26-04-2022,1,73902,67,73171,1,731,73171,0
1641,212,212023,AP0212023_260422APB_FTO_32199,Bank,26-04-2022,1,39694,49,39003,1,691,39003,0
1642,212,212009,AP0212009_260422FTO_32214,Bank,26-04-2022,1,30498,36,30498,0,0,30498,0
1643,212,212008,AP0212008_260422FTO_32219,Bank,27-04-2022,1,8122,7,8122,0,0,8122,0
1644,212,212009,AP0212009_260422APB_FTO_32227,Bank,26-04-2022,1,651846,788,649887,3,1959,649887,0
1645,212,212008,AP0212008_260422APB_FTO_32228,Bank,27-04-2022,1,247444,207,245124,2,2320,245124,0
1646,212,212021,AP0212021_260422APB_FTO_32248,Bank,26-04-2022,1,135847,177,131605,6,4242,131605,0
1647,212,212021,AP0212021_260422FTO_32251,Bank,26-04-2022,1,22642,30,22642,0,0,22642,0
1648,212,212002,AP0212002_260422FTO_32284,Bank,26-04-2022,1,89609,101,87380,3,2229,87380,0
1649,212,212006,AP0212006_260422FTO_32286,Bank,26-04-2022,1,119256,149,114760,7,4496,114760,0
1650,212,212006,AP0212006_260422APB_FTO_32296,Bank,26-04-2022,1,174809,204,173968,1,841,173968,0
1651,212,212002,AP0212002_260422APB_FTO_32301,Bank,26-04-2022,1,461169,556,450293,14,10876,450293,0
1652,212,212006,AP0212006_260422APB_FTO_32304,Bank,26-04-2022,1,192085,296,190054,3,2031,190054,0
1653,212,212006,AP0212006_260422APB_FTO_32314,Bank,26-04-2022,1,191086,254,185400,8,5686,185400,0
1654,212,212004,AP0212004_260422FTO_32338,Bank,27-04-2022,1,15489,16,11190,6,4299,11190,0
1655,212,212018,AP0212018_260422FTO_32344,Bank,26-04-2022,1,95683,100,90235,5,5448,90235,0
1656,212,212004,AP0212004_260422APB_FTO_32345,Bank,27-04-2022,1,228572,250,226583,2,1989,226583,0
1657,212,212021,AP0212021_260422FTO_32345,Bank,26-04-2022,1,1884,2,1884,0,0,1884,0
1658,212,212021,AP0212021_260422APB_FTO_32347,Bank,26-04-2022,1,17427,24,17427,0,0,17427,0
1659,212,212018,AP0212018_260422APB_FTO_32353,Bank,26-04-2022,1,767739,792,762048,6,5691,762048,0
1660,212,212021,AP0212021_260422FTO_32373,Bank,26-04-2022,1,15581,13,15581,0,0,15581,0
1661,212,212021,AP0212021_260422APB_FTO_32374,Bank,26-04-2022,1,101527,74,100120,1,1407,100120,0
1662,212,212021,AP0212021_260422FTO_32378,Bank,26-04-2022,1,11316,10,11316,0,0,11316,0
1663,212,212021,AP0212021_260422APB_FTO_32381,Bank,26-04-2022,1,77517,57,76408,1,1109,76408,0
1664,212,212017,AP0212017_260422FTO_32383,Bank,26-04-2022,1,55348,55,53549,2,1799,53549,0
1665,212,212017,AP0212017_260422APB_FTO_32387,Bank,26-04-2022,1,207867,205,200952,7,6915,200952,0
1666,212,212008,AP0212008_260422FTO_32391,Bank,27-04-2022,1,19652,23,19079,1,573,19079,0
1667,212,212008,AP0212008_260422APB_FTO_32394,Bank,27-04-2022,1,258340,297,255858,3,2482,255858,0
1668,212,212017,AP0212017_260422APB_FTO_32396,Bank,26-04-2022,1,516830,507,512103,5,4727,512103,0
1669,212,212032,AP0212032_270422FTO_32421,Bank,27-04-2022,1,29895,32,29895,0,0,29895,0
1670,212,212008,AP0212008_270422FTO_32422,Bank,27-04-2022,1,20697,18,18182,2,2515,18182,0
1671,212,212032,AP0212032_270422APB_FTO_32424,Bank,27-04-2022,1,155798,150,150151,5,5647,150151,0
1672,212,212008,AP0212008_270422APB_FTO_32425,Bank,27-04-2022,1,245034,231,241463,4,3571,241463,0
1673,212,212026,AP0212026_270422FTO_32438,Bank,27-04-2022,1,44332,35,44332,0,0,44332,0
1674,212,212026,AP0212026_270422APB_FTO_32440,Bank,27-04-2022,1,185005,156,185005,0,0,185005,0
1675,212,212026,AP0212026_270422FTO_32441,Bank,27-04-2022,1,600,2,600,0,0,600,0
1676,212,212026,AP0212026_270422APB_FTO_32442,Bank,27-04-2022,1,1800,6,1800,0,0,1800,0
1677,212,212001,AP0212001_270422APB_FTO_32443,Bank,30-04-2022,1,11473,20,11473,0,0,11473,0
1678,212,212013,AP0212013_270422FTO_32461,Bank,27-04-2022,1,6457,8,6457,0,0,6457,0
1679,212,212027,AP0212027_270422FTO_32462,Bank,27-04-2022,1,1134,1,1134,0,0,1134,0
1680,212,212029,AP0212029_270422FTO_32463,Bank,27-04-2022,1,19880,13,19880,0,0,19880,0
1681,212,212013,AP0212013_270422APB_FTO_32471,Bank,27-04-2022,1,199961,237,198677,2,1284,198677,0
1682,212,212029,AP0212029_270422APB_FTO_32472,Bank,27-04-2022,1,186100,138,184408,1,1692,184408,0
1683,212,212032,AP0212032_270422FTO_32482,Bank,27-04-2022,1,22986,16,22986,0,0,22986,0
1684,212,212032,AP0212032_270422APB_FTO_32483,Bank,27-04-2022,1,26554,24,26554,0,0,26554,0
1685,212,212004,AP0212004_270422FTO_32502,Bank,27-04-2022,1,3049,4,3049,0,0,3049,0
1686,212,212004,AP0212004_270422APB_FTO_32503,Bank,27-04-2022,1,46646,56,45775,1,871,45775,0
1687,212,212015,AP0212015_270422FTO_32522,Bank,27-04-2022,1,178745,185,176352,2,2393,176352,0
1688,212,212015,AP0212015_270422FTO_32528,Bank,27-04-2022,1,143371,144,140696,4,2675,140696,0
1689,212,212015,AP0212015_270422APB_FTO_32533,Bank,27-04-2022,1,122774,113,121639,1,1135,121639,0
1690,212,212015,AP0212015_270422APB_FTO_32536,Bank,27-04-2022,1,124703,175,122440,3,2263,122440,0
1691,212,212019,AP0212019_270422FTO_32540,Bank,27-04-2022,1,50701,50,49828,1,873,49828,0
1692,212,212015,AP0212015_270422APB_FTO_32542,Bank,27-04-2022,1,170946,165,170312,1,634,170312,0
1693,212,212015,AP0212015_270422APB_FTO_32543,Bank,27-04-2022,1,186579,180,183221,3,3358,183221,0
1694,212,212015,AP0212015_270422APB_FTO_32547,Bank,27-04-2022,1,236762,273,235307,2,1455,235307,0
1695,212,212019,AP0212019_270422APB_FTO_32547,Bank,27-04-2022,1,798672,787,787309,11,11363,787309,0
1696,212,212015,AP0212015_270422APB_FTO_32550,Bank,27-04-2022,1,193166,242,183216,10,9950,183216,0
1697,212,212015,AP0212015_270422APB_FTO_32555,Bank,27-04-2022,1,274316,298,268303,6,6013,268303,0
1698,212,212015,AP0212015_270422APB_FTO_32561,Bank,27-04-2022,1,352639,329,345640,6,6999,345640,0
1699,212,212015,AP0212015_270422APB_FTO_32567,Bank,27-04-2022,1,256843,246,250058,6,6785,250058,0
1700,212,212015,AP0212015_270422APB_FTO_32570,Bank,27-04-2022,1,90677,131,88507,2,2170,88507,0
1701,212,212012,AP0212012_270422FTO_32574,Bank,27-04-2022,1,4222,7,4222,0,0,4222,0
1702,212,212012,AP0212012_270422APB_FTO_32578,Bank,27-04-2022,1,99389,170,98687,1,702,98687,0
1703,212,212010,AP0212010_270422FTO_32581,Bank,27-04-2022,1,10546,10,10187,1,359,10187,0
1704,212,212010,AP0212010_270422APB_FTO_32582,Bank,27-04-2022,1,67331,73,66433,1,898,66433,0
1705,212,212027,AP0212027_270422APB_FTO_32617,Bank,27-04-2022,1,34950,31,34950,0,0,34950,0
1706,212,212034,AP0212034_270422FTO_32623,Bank,27-04-2022,1,42071,38,42071,0,0,42071,0
1707,212,212034,AP0212034_270422APB_FTO_32626,Bank,27-04-2022,1,109357,100,109357,0,0,109357,0
1708,212,212034,AP0212034_270422APB_FTO_32629,Bank,27-04-2022,1,111167,96,108206,4,2961,108206,0
1709,212,212034,AP0212034_270422APB_FTO_32631,Bank,27-04-2022,1,22954,22,22954,0,0,22954,0
1710,212,212025,AP0212025_270422FTO_32647,Bank,27-04-2022,1,3966,3,3966,0,0,3966,0
1711,212,212025,AP0212025_270422APB_FTO_32650,Bank,27-04-2022,1,27662,25,26883,1,779,26883,0
1712,212,212024,AP0212024_270422FTO_32693,Bank,27-04-2022,1,25595,16,21560,3,4035,21560,0
1713,212,212001,AP0212001_270422APB_FTO_32696,Bank,30-04-2022,1,26520,32,24960,2,1560,24960,0
1714,212,212024,AP0212024_270422APB_FTO_32697,Bank,27-04-2022,1,154464,115,154464,0,0,154464,0
1715,212,212018,AP0212018_270422FTO_32738,Bank,27-04-2022,1,18117,22,17247,1,870,17247,0
1716,212,212018,AP0212018_270422APB_FTO_32742,Bank,27-04-2022,1,368315,430,365585,3,2730,365585,0
1717,212,212032,AP0212032_270422FTO_32748,Bank To Cooperative,10-05-2022,1,3750,0,0,0,0,0,0
1718,212,212016,AP0212016_270422FTO_32749,Bank,27-04-2022,1,2122,3,2122,0,0,2122,0
1719,212,212016,AP0212016_270422APB_FTO_32751,Bank,27-04-2022,1,17103,27,15885,2,1218,15885,0
1720,212,212021,AP0212021_270422FTO_32753,Bank,27-04-2022,1,44998,36,41465,3,3533,41465,0
1721,212,212016,AP0212016_270422APB_FTO_32754,Bank,27-04-2022,1,1026,1,1026,0,0,1026,0
1722,212,212021,AP0212021_270422APB_FTO_32764,Bank,27-04-2022,1,179790,150,177436,2,2354,177436,0
1723,212,212025,AP0212025_270422FTO_32809,Bank,27-04-2022,1,2940,2,2940,0,0,2940,0
1724,212,212025,AP0212025_270422APB_FTO_32812,Bank,27-04-2022,1,42798,30,41328,1,1470,41328,0
1725,212,212027,AP0212027_270422FTO_32814,Bank,27-04-2022,1,11270,12,9800,2,1470,9800,0
1726,212,212027,AP0212027_270422APB_FTO_32816,Bank,27-04-2022,1,54390,68,54390,0,0,54390,0
1727,212,212022,AP0212022_270422FTO_32824,Bank,27-04-2022,1,44393,41,43440,1,953,43440,0
1728,212,212022,AP0212022_270422APB_FTO_32832,Bank,27-04-2022,1,191227,174,183502,8,7725,183502,0
1729,212,212025,AP0212025_270422FTO_32834,Bank,27-04-2022,1,1100,1,1100,0,0,1100,0
1730,212,212025,AP0212025_270422APB_FTO_32840,Bank,27-04-2022,1,12977,12,12977,0,0,12977,0
1731,212,212025,AP0212025_270422FTO_32846,Bank To Cooperative,27-04-2022,1,7548,0,0,0,0,0,0
1732,212,212009,AP0212009_270422FTO_32865,Bank,27-04-2022,1,22588,22,22588,0,0,22588,0
1733,212,212009,AP0212009_270422APB_FTO_32868,Bank,27-04-2022,1,114402,104,112631,2,1771,112631,0
1734,212,212026,AP0212026_270422FTO_32875,Bank,27-04-2022,1,33407,35,32122,1,1285,32122,0
1735,212,212032,AP0212032_270422FTO_32877,Bank,27-04-2022,1,7352,8,7352,0,0,7352,0
1736,212,212026,AP0212026_270422APB_FTO_32882,Bank,27-04-2022,1,272770,309,270820,2,1950,270820,0
1737,212,212032,AP0212032_270422APB_FTO_32894,Bank,27-04-2022,1,108747,113,106918,2,1829,106918,0
1738,212,212003,AP0212003_270422FTO_32910,Bank,27-04-2022,1,414539,403,410099,5,4440,410099,0
1739,212,212004,AP0212004_270422FTO_32910,Bank,27-04-2022,1,84751,107,80666,6,4085,80666,0
1740,212,212026,AP0212026_270422FTO_32917,Bank,27-04-2022,1,5452,9,5452,0,0,5452,0
1741,212,212026,AP0212026_270422APB_FTO_32918,Bank,27-04-2022,1,67512,108,66932,1,580,66932,0
1742,212,212003,AP0212003_270422APB_FTO_32919,Bank,27-04-2022,1,764519,779,747726,17,16793,747726,0
1743,212,212004,AP0212004_270422APB_FTO_32920,Bank,27-04-2022,1,116965,223,114962,5,2003,114962,0
1744,212,212004,AP0212004_270422APB_FTO_32925,Bank,27-04-2022,1,135635,168,131638,5,3997,131638,0
1745,212,212004,AP0212004_270422APB_FTO_32929,Bank,27-04-2022,1,174712,218,171515,3,3197,171515,0
